,id,img,label,text,split,text_idx,pseudo_text_idx,pseudo_img_idx,gold_pc,gold_attack,pc,attack,disability_gold_pc,nationality_gold_pc,pc_empty_gold_pc,race_gold_pc,religion_gold_pc,sex_gold_pc,attack_empty_gold_attack,contempt_gold_attack,dehumanizing_gold_attack,exclusion_gold_attack,inciting_violence_gold_attack,inferiority_gold_attack,mocking_gold_attack,slurs_gold_attack,disability_pc,nationality_pc,pc_empty_pc,race_pc,religion_pc,sex_pc,attack_empty_attack,contempt_attack,dehumanizing_attack,exclusion_attack,inciting_violence_attack,inferiority_attack,mocking_attack,slurs_attack,caption
180,76250,img/76250.png,1,chillin with my chromies,train,179,65,66,['disability'],['inferiority'],['disability'],['inferiority'],1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,three people on a wrestling court with their hands in the air
181,26198,img/26198.png,0,"hillary isn't in jail, the wall isn't built, isis hasn't been defeated & obamacare is still in place but trump gave himself a $23 million tax cut and that is important to me",train,180,6302,6134,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a poster of a man wearing a red hat and glasses
182,61952,img/61952.png,0,what i say about the gunman every time there's a mass shooting,train,181,66,4726,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman holding her hand up in front of her face
183,80269,img/80269.png,0,this is really out of mein kampfert zone,train,182,67,67,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a black and white photo of a group of men in uniform
184,5712,img/05712.png,0,god will forgive you no matter what you've done sweet,train,183,68,4740,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman standing in front of a wall with angel wings
185,72941,img/72941.png,0,hey liberals & democrats have you forgotten,train,184,4814,68,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a skyscraper is on fire and smoke is coming out of it
186,21853,img/21853.png,0,pure american muscle,train,185,5841,69,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,an old black muscle car parked in a parking lot
187,35219,img/35219.png,1,they stole ma chickin i stole their life,train,186,69,70,['race'],['dehumanizing'],['race'],"['inferiority', 'dehumanizing']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,a man in an orange shirt standing with his hands on his chest
188,90146,img/90146.png,0,all races are equal,train,187,70,71,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a group of children posing for a picture
189,51278,img/51278.png,0,when you haven't stolen anything in a week,train,188,71,6968,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman in a white dress is floating in a cloud
190,63095,img/63095.png,0,when you have errands to run but you're too tired to deal,train,189,6869,72,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman is sitting in a shopping cart
191,96058,img/96058.png,0,husband gives massage.. ...aaaand now i have a dick in me,train,190,2947,2830,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman laying on her back on a massage table getting a massage
192,56871,img/56871.png,1,who cares if mexicans are offended americans are offended by illegal immigration,train,191,6838,73,['nationality'],['inferiority'],"['nationality', 'race']","['exclusion', 'inferiority', 'contempt']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,a photo of president obama pointing his finger at the camera with the quote
193,25180,img/25180.png,1,hold up when she says she likes hung black men so you take her back to your place and she starts tying a noose,train,192,3704,3593,"['race', 'sex']",['inciting_violence'],"['sex', 'race']","['mocking', 'inciting_violence']",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,a screenshot of a character giving a thumbs up in a video game
194,37259,img/37259.png,0,loyalty always has a cost some times it pays off... ...and some times you take a loss,train,193,5367,5212,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man holding his hand on a barbed wire
195,48106,img/48106.png,1,fuck islam,train,194,6500,6323,['religion'],['contempt'],['religion'],['contempt'],0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,an illustration of a hand with a nail gun
196,19352,img/19352.png,0,ain't nothing but a goat,train,195,3581,74,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a white goat standing in a field
197,65213,img/65213.png,0,"what your ancestors were doing july 4, 1776 what dummies do today for july 4th",train,196,72,6538,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man is taking a picture of himself with a camera in front of a drawing
198,24368,img/24368.png,0,ignorance and hate will lead you to nothing but shame,train,197,3930,75,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a group of people standing in front of a group of flags
199,58426,img/58426.png,0,when there is no pinyata at the party but the emo kid just hung himself improvise. adapt. overcome,train,198,73,76,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a picture of a man holding a microphone
200,96785,img/96785.png,0,lost african tribe,train,199,74,4457,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a large crowd of people sitting on the ground
201,40567,img/40567.png,0,anne frank writing in her diary,train,200,5011,77,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman sitting at a desk typing on a computer
202,38625,img/38625.png,1,"a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)",train,201,4513,4367,"['religion', 'sex']","['inciting_violence', 'mocking', 'contempt']","['nationality', 'sex', 'race', 'religion']","['contempt', 'mocking', 'inciting_violence']",0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,two women in shorts holding their hands on their thighs
203,4823,img/04823.png,0,definitely a new cultural era!,train,202,4575,4423,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman holding a rainbow flag at a pride parade
204,25368,img/25368.png,1,when you suicide bomb an islamic mosque during a friday worship,train,203,6719,78,['religion'],['inciting_violence'],"['sex', 'religion']","['dehumanizing', 'inciting_violence']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,a portrait of a man with white makeup on his face
205,93826,img/93826.png,0,"my wife asked me where i'd like to be buried apparently, ""balls deep in your sister"" wasn't the answer she was expecting",train,204,75,79,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man wearing glasses and a suit and tie
206,56392,img/56392.png,0,dick punch funny regardless of species,train,205,5602,5449,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,two brown bears playing in the water
207,30986,img/30986.png,0,this beef is so raw its eating the salad,train,206,4910,4753,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a chef preparing food on a plate with a knife and fork
208,75823,img/75823.png,0,lisa page: obama doj ordered fbi not to prosecute hillary clinton why is the mainstream media ignoring this bombshell,train,207,5564,5411,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a collage of photos of a woman and a flag
209,84072,img/84072.png,0,when you're fucking but wanna make sure he's not stealing anything,train,208,76,6705,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a black and white illustration of a dog and a frog on a mirror
210,93147,img/93147.png,0,replaced kitty litter with pop rocks,train,209,7302,80,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a brown and black dog with its mouth open
211,92874,img/92874.png,0,so..convert to islam or die?  i say fuck it..let's roll,train,210,1884,81,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a close up of a person wearing armour and holding a sword
212,27946,img/27946.png,1,cadbury's halal creme eggs  now available in special edition,train,211,5130,82,['religion'],['dehumanizing'],"['sex', 'religion']",['dehumanizing'],0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,two women wearing black robes talking on the street
213,93614,img/93614.png,0,"i'm sorry i left the seat up, it won't happen again",train,212,3323,3201,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man and a woman standing next to each other
214,93521,img/93521.png,1,ever notice that christians are bad drivers,train,213,7034,6894,['religion'],['inferiority'],['religion'],"['inferiority', 'contempt']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,a plane is left on the side of the road with a bouquet of flowers
215,2691,img/02691.png,0,teaching them how to hunt young,train,214,7215,83,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a portrait of a man in a field
216,91708,img/91708.png,0,when mohamed puts it inside,train,215,77,2346,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man sitting on a bench with a pipe plugged into a water fountain
217,25783,img/25783.png,0,let's see if they get scared now ! bring they ass out here ! we will cut their heads off,train,216,4006,84,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a bunch of snakes are piled up in a heap
218,16098,img/16098.png,0,when you find out who's been eating your leftovers,train,217,2415,85,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,two men doing a handstand on top of a stone wall while another man is
219,30452,img/30452.png,0,trump supporters be like show me where he lied,train,218,3969,3853,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman wearing a white bandage on her forehead
220,86491,img/86491.png,0,you are not wanted! you are a mental deficient!,train,219,78,6646,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a person smoking a cigarette next to a pile of extinguished cigarettes
221,14530,img/14530.png,1,it's a proven fact marines islamic radicals are less prone to violent acts after they've been shot in the head,train,220,2558,2431,['religion'],['inciting_violence'],['religion'],"['dehumanizing', 'inciting_violence']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,the members of a group of soldiers posing for a photo
222,81734,img/81734.png,0,when instincts take over,train,221,79,1650,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a statue of spider man on top of a table
223,4683,img/04683.png,0,"when you make a meme using a different language that everyone can still understand: no es mucho, pero es trabajo honesto",train,222,4870,4712,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a portrait of a man wearing a jacket and a black background
224,8593,img/08593.png,1,18 years later,train,223,2752,2631,['race'],['dehumanizing'],"['sex', 'race']",['dehumanizing'],0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,a woman standing next to a horse on the beach and a girl standing in front
225,92608,img/92608.png,0,says he alone is tough enough to defeat isis still too chickenshit to release his tax returns,train,224,5103,86,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man in a suit and tie talking into a microphone
226,61453,img/61453.png,0,when you find the cake your mum was hiding from you,train,225,3463,3347,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a young man wearing a striped shirt and a blue background
227,39601,img/39601.png,0,welcome refugees to poland's newest 5 star hotel,train,226,6848,6691,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man and woman in a infinity pool overlooking a city skyline
228,12035,img/12035.png,0,i date crazy bikers with beards cause once you ride a beard and a harley you don't go back,train,227,5386,5241,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man with a long beard wearing a leather vest and holding his arms crossed
229,56482,img/56482.png,1,heroin is destroying the white community keep up the good work heroin,train,228,5151,4997,['race'],['inciting_violence'],"['disability', 'race']","['contempt', 'inciting_violence']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,a person sitting at a table with a drink and a syringe
230,56287,img/56287.png,0,"and then i says to her no, i got your nose",train,229,5871,87,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a baby wearing a paper hat and covering his face with his hand
231,19036,img/19036.png,0,infamous,train,230,3119,2986,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man in a suit and tie smiling
232,34852,img/34852.png,1,"gee, i'd like to suicide bomb the crap out of that church, but i got a thing at 5 couldn't abdul do it?",train,231,3862,3740,['religion'],['dehumanizing'],"['race', 'religion']","['dehumanizing', 'inciting_violence']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,a man with a beard and a santa hat on a city street at night
233,62804,img/62804.png,0,look at this throatagraph,train,232,5689,5540,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man holding up a picture of a woman
234,81579,img/81579.png,0,the look your women gives you when you can't finsh the job,train,233,6649,88,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman in a wheelchair and another woman jumping in the air
235,80247,img/80247.png,0,the pimp hand strong enough for man but made for teaching,train,234,80,1649,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a cat and a dog playing with each other in a room
236,52890,img/52890.png,0,wait this isn't my dog,train,235,5018,4856,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman is petting a small rodent
237,2485,img/02485.png,0,real friendship is sending them a link to something terrible so you can both be traumatised at the same time i torture all my friends. it's how i show love,train,236,1938,1826,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a picture of a man with a screenshot of his face on a camera
238,50793,img/50793.png,0,a muslim in congress wants to get rid of homeland security let that sink in,train,237,81,2242,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a collage of images of people holding flags and shouting
239,13857,img/13857.png,0,this is why we shoot you guys,train,238,82,5845,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a police officer standing in front of a police car
240,43617,img/43617.png,0,this chick can't stand fishing,train,239,83,7031,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man and a woman sitting on a boat on the water
241,70942,img/70942.png,1,"lesbians should not be allowed to buy dildos you made your choice bitch, now live with it!",train,240,5351,5198,['sex'],"['contempt', 'exclusion']",['sex'],"['exclusion', 'inferiority', 'contempt']",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,a collage of images of a man looking at the camera
242,49601,img/49601.png,0,when your fifth pet eats food from another guys hand,train,241,4417,89,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a group of soccer players hugging each other
243,35102,img/35102.png,0,please be patient... we creating a better fuckup for all,train,242,3212,3080,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man in a suit and tie standing in front of a window
244,10659,img/10659.png,0,chinese ppl be like happy thanksgiving,train,243,84,2086,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman holding a turkey in front of a christmas tree
245,36081,img/36081.png,0,in this edition we don't buy property; we steal it!,train,244,2767,2644,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a game of monopoly with dice and cards on a table
246,68325,img/68325.png,1,"it happend mom, a black guy gave me complement ohhh sweety i'm so sorry. that means you need to lose about 30 pounds",train,245,2511,2388,"['sex', 'race']",['inferiority'],"['race', 'sex']","['inferiority', 'contempt']",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,a woman holding her head while another woman is touching her neck
247,39256,img/39256.png,0,"this isn't the way, there's always a better way",train,246,2145,90,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man is holding a gun to his face
248,98362,img/98362.png,1,it's ma'am look i found a penis,train,247,7209,91,['sex'],['inferiority'],['sex'],"['inferiority', 'dehumanizing', 'contempt']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,a woman with long black hair touching her head
249,38475,img/38475.png,0,"i don't always feel like i'm at the top of the gene pool but when i do, i'm at walmart",train,248,5710,17,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,an older man reading a book
250,49083,img/49083.png,0,when you catch your goat with another man ya done fucked up,train,249,85,4953,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man standing in a field with a herd of goats
251,45938,img/45938.png,1,"hey, i just met you, and this is crazy, this is my grenade so blow me, maybe?",train,250,86,7,['religion'],['dehumanizing'],"['nationality', 'race', 'religion']",['dehumanizing'],0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,a man with a beard and his arms crossed
252,67823,img/67823.png,0,as much as abdul tried he could not get the fucker into first gear,train,251,87,2518,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man sitting in a car with his hand out of the window making a face
253,70928,img/70928.png,0,when you drink and drive you will get busted,train,252,1908,1801,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a police officer with a man laying on a red car
254,24309,img/24309.png,0,when people ask me who my favorite golden girl is,train,253,4270,92,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,an old woman with a blue shirt and a blue and white scarf
255,70925,img/70925.png,1,where did jimmy go during the bombing? everywhere,train,254,2325,2188,['race'],['mocking'],"['nationality', 'race', 'religion']","['mocking', 'inciting_violence']",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,a picture of a person sitting in front of a pile of presents
256,5269,img/05269.png,0,been talking shit about trump since day one. now crying like bitches after getting called out,train,255,88,93,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a group of women standing next to each other
257,61278,img/61278.png,0,in a wolrd full of these people be this person,train,256,5421,5276,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman holding a soccer ball with a group of girls
258,81675,img/81675.png,0,when your boss asks for the report but you went out the past few nights,train,257,4372,94,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a woman sitting at a table talking to another woman
259,38629,img/38629.png,0,a good heart goes a long way,train,258,2893,95,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a drawing of a woman sitting at a table with a dog
260,6458,img/06458.png,0,"oh, you're tired of my anti-trump posts? why don't you pray for me to stop?",train,259,89,6076,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man is eating a slice of pizza
261,71364,img/71364.png,1,obama voters,train,260,90,96,['race'],['dehumanizing'],['race'],['dehumanizing'],0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,a group of baboons sitting on a hill with mountains in the background
262,26794,img/26794.png,0,feel that? it used to belong to bruce jenner,train,261,91,6908,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a girl holding a torch in front of a group of people
263,85704,img/85704.png,0,how people look at me when i tell em i don't have kids,train,262,6181,6011,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a photo of a man with his mouth open
264,75102,img/75102.png,0,whose dick do i have to suck to get these charges dropped?,train,263,4418,4280,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man and a woman looking at the camera with their hands on their head
265,91268,img/91268.png,0,can afford to travel from romania to london still picks your pocket,train,264,92,97,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a black bird flying over a fence
266,42179,img/42179.png,0,immigrants illegal aliens,train,265,93,98,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,two photos of people holding american flags and running on the beach
267,35097,img/35097.png,0,meanwhile at the isis strip club,train,117,39,41,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a group of men standing in front of a herd of sheep
268,83570,img/83570.png,0,the loudest one in the room.. is the weakest one in the room,train,266,5201,5048,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,a man in a suit and bow tie
269,56490,img/56490.png,1,how could this happen in the current year? when it's 2019 and there are still people who refuse to celebrate rectal wart sex,train,267,6896,6741,['sex'],['inferiority'],['sex'],"['inferiority', 'dehumanizing']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,a group of people standing in the street and talking
270,7968,img/07968.png,1,ernie mocks tyrone's lack of a father in front of the whole class,train,268,4743,99,['race'],['inferiority'],['race'],['inferiority'],0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,a young boy sitting on a couch in a living room
